CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Total,Segment
7358,31,1,918.72,3,2,4,9,A
7363,39,3,1386.3200000000002,2,4,4,10,A
7408,32,1,774.62,3,2,3,8,A
7418,43,1,649.71,2,2,3,7,C
7421,53,1,599.09,1,2,3,6,C
7429,57,1,547.76,1,2,3,6,C
7431,24,1,123.09,3,2,1,6,C
7434,30,1,150.75,3,2,1,6,C
7437,38,1,122.75,2,2,1,5,C
7445,14,1,165.44,4,2,1,7,C
7453,38,1,796.95,2,2,4,8,A
7455,24,1,568.75,3,2,3,8,A
7457,22,1,939.75,3,2,4,9,A
7461,57,1,595.98,1,2,3,6,C
7484,53,1,674.97,1,2,3,6,C
7498,1,1,717.86,4,2,3,9,A
7511,7,2,1018.1999999999999,4,4,4,12,A
7521,41,1,653.07,2,2,3,7,C
7529,29,1,440.15,3,2,2,7,C
7543,38,1,227.13,2,2,1,5,C
7557,32,1,279.11,3,2,2,7,C
7563,38,1,689.42,2,2,3,7,C
7566,27,1,511.55,3,2,2,7,C
7606,38,1,54.79,2,2,1,5,C
7622,6,1,519.45,4,2,2,8,A
7626,16,1,643.74,3,2,3,8,A
7653,26,1,835.39,3,2,4,9,A
7666,20,1,935.68,3,2,4,9,A
7669,49,1,103.38,1,2,1,4,C
7670,29,1,115.4,3,2,1,6,C
7678,40,1,547.19,2,2,3,7,C
7693,33,1,692.48,2,2,3,7,C
7708,9,1,579.15,4,2,3,9,A
7717,6,1,658.23,4,2,3,9,A
7723,29,1,777.22,3,2,3,8,A
7730,23,1,151.29,3,2,1,6,C
7735,32,1,865.2,3,2,4,9,A
7753,45,1,164.16,2,2,1,5,C
7770,58,1,195.71,1,2,1,4,C
7775,42,1,282.4,2,2,2,6,C
7781,59,1,566.9,1,2,3,6,C
7785,44,1,223.41,2,2,1,5,C
7793,10,2,391.96000000000004,4,4,2,10,A
7797,20,2,510.52,3,4,2,9,A
7798,40,1,934.91,2,2,4,8,A
7807,8,1,487.67,4,2,2,8,A
7809,16,1,841.49,3,2,4,9,A
7821,35,1,157.73,2,2,1,5,C
7824,24,1,314.6,3,2,2,7,C
7825,22,1,642.6,3,2,3,8,A
7859,23,1,916.75,3,2,4,9,A
7862,8,1,899.64,4,2,4,10,A
7865,27,1,750.04,3,2,3,8,A
7870,47,1,328.58,1,2,2,5,C
7883,37,1,905.79,2,2,4,8,A
7885,42,1,787.87,2,2,4,8,A
7889,11,1,887.98,4,2,4,10,A
7909,20,1,887.26,3,2,4,9,A
7911,21,1,616.19,3,2,3,8,A
7916,23,1,72.89,3,2,1,6,C
7921,43,1,617.0,2,2,3,7,C
7932,11,1,383.22,4,2,2,8,A
7939,17,2,763.0699999999999,3,4,3,10,A
7955,56,1,436.3,1,2,2,5,C
7965,55,1,738.63,1,2,3,6,C
7971,14,2,816.85,4,4,4,12,A
7981,51,1,692.87,1,2,3,6,C
7984,18,1,116.88,3,2,1,6,C
7997,5,1,113.06,4,2,1,7,C
8001,8,1,554.97,4,2,3,9,A
8017,51,1,14.78,1,2,1,4,C
8043,11,1,584.18,4,2,3,9,A
8061,33,1,561.42,2,2,3,7,C
8078,14,1,329.1,4,2,2,8,A
8094,41,1,26.72,2,2,1,5,C
8105,5,1,689.91,4,2,3,9,A
8123,51,1,459.19,1,2,2,5,C
8126,28,1,643.39,3,2,3,8,A
8135,50,1,736.46,1,2,3,6,C
8145,44,1,841.71,2,2,4,8,A
8149,23,1,984.39,3,2,4,9,A
8161,36,1,257.4,2,2,1,5,C
8178,50,1,615.21,1,2,3,6,C
8179,15,1,425.46,4,2,2,8,A
8195,54,1,474.01,1,2,2,5,C
8199,28,1,527.52,3,2,2,7,C
8201,36,1,885.55,2,2,4,8,A
8210,39,1,725.21,2,2,3,7,C
8216,40,2,1117.49,2,4,4,10,A
8225,41,1,424.59,2,2,2,6,C
8239,56,1,605.2,1,2,3,6,C
8242,13,1,61.1,4,2,1,7,C
8244,18,1,221.56,3,2,1,6,C
8251,22,1,816.86,3,2,4,9,A
8254,37,1,567.54,2,2,3,7,C
8269,51,1,697.06,1,2,3,6,C
8273,13,1,86.12,4,2,1,7,C
8292,56,1,812.41,1,2,4,7,C
8300,13,1,599.18,4,2,3,9,A
8310,51,1,187.35,1,2,1,4,C
8311,48,1,996.4,1,2,4,7,C
8317,11,2,974.8800000000001,4,4,4,12,A
8324,41,1,127.52,2,2,1,5,C
8342,11,1,27.07,4,2,1,7,C
8355,47,1,538.67,1,2,2,5,C
8359,23,1,992.85,3,2,4,9,A
8362,43,1,821.22,2,2,4,8,A
8368,45,1,355.09,2,2,2,6,C
8369,7,1,377.37,4,2,2,8,A
8370,14,1,341.31,4,2,2,8,A
8372,32,1,683.31,3,2,3,8,A
8381,3,1,448.29,4,2,2,8,A
8399,32,1,828.74,3,2,4,9,A
8405,29,1,229.33,3,2,1,6,C
8414,54,1,106.46,1,2,1,4,C
8418,44,1,703.47,2,2,3,7,C
8429,53,1,518.12,1,2,2,5,C
8432,40,1,165.84,2,2,1,5,C
8449,56,1,257.58,1,2,1,4,C
8450,2,1,409.92,4,2,2,8,A
8483,61,1,375.23,1,2,2,5,C
8484,7,1,309.1,4,2,2,8,A
8490,54,1,701.26,1,2,3,6,C
8493,19,1,593.42,3,2,3,8,A
8504,20,1,964.39,3,2,4,9,A
8511,14,1,94.05,4,2,1,7,C
8517,18,1,466.11,3,2,2,7,C
8529,60,1,132.99,1,2,1,4,C
8532,3,1,87.08,4,2,1,7,C
8542,39,1,164.55,2,2,1,5,C
8552,58,1,176.31,1,2,1,4,C
8575,18,1,808.85,3,2,4,9,A
8579,46,1,875.74,1,2,4,7,C
8595,8,1,649.64,4,2,3,9,A
8598,7,1,126.6,4,2,1,7,C
8609,48,1,346.79,1,2,2,5,C
8612,17,1,483.75,3,2,2,7,C
8616,34,1,827.48,2,2,4,8,A
8620,6,1,289.48,4,2,2,8,A
8622,4,1,294.76,4,2,2,8,A
8625,42,1,168.12,2,2,1,5,C
8640,16,1,938.12,3,2,4,9,A
8657,10,1,983.18,4,2,4,10,A
8685,33,1,619.19,2,2,3,7,C
8692,13,1,841.33,4,2,4,10,A
8705,60,1,751.53,1,2,3,6,C
8711,47,1,207.58,1,2,1,4,C
8715,30,1,895.93,3,2,4,9,A
8719,60,1,338.56,1,2,2,5,C
8724,60,1,623.35,1,2,3,6,C
8736,5,1,202.6,4,2,1,7,C
8758,19,1,123.25,3,2,1,6,C
8770,57,1,100.31,1,2,1,4,C
8780,9,1,26.47,4,2,1,7,C
8790,44,1,56.1,2,2,1,5,C
8796,25,1,747.86,3,2,3,8,A
8803,42,1,88.17,2,2,1,5,C
8807,41,1,360.0,2,2,2,6,C
8814,61,1,943.31,1,2,4,7,C
8816,42,1,19.04,2,2,1,5,C
8821,37,1,14.62,2,2,1,5,C
8822,41,1,936.47,2,2,4,8,A
8836,1,1,545.36,4,2,3,9,A
8848,48,1,594.88,1,2,3,6,C
8859,27,1,783.62,3,2,4,9,A
8863,32,1,450.9,3,2,2,7,C
8871,51,1,528.99,1,2,2,5,C
8879,26,1,206.13,3,2,1,6,C
8895,39,1,667.07,2,2,3,7,C
8909,55,1,302.48,1,2,2,5,C
8924,15,1,691.77,4,2,3,9,A
8925,45,1,988.62,2,2,4,8,A
8933,44,1,727.34,2,2,3,7,C
8951,11,1,350.3,4,2,2,8,A
8982,20,1,324.11,3,2,2,7,C
8993,60,1,16.55,1,2,1,4,C
9004,26,1,760.58,3,2,3,8,A
9005,60,1,120.75,1,2,1,4,C
9008,56,1,899.9,1,2,4,7,C
9022,43,1,148.89,2,2,1,5,C
9042,55,1,873.99,1,2,4,7,C
9044,25,1,784.15,3,2,4,9,A
9054,7,1,699.22,4,2,3,9,A
9064,27,1,315.96,3,2,2,7,C
9066,4,1,985.51,4,2,4,10,A
9084,46,1,224.71,1,2,1,4,C
9105,44,1,329.64,2,2,2,6,C
9108,23,1,883.52,3,2,4,9,A
9115,59,1,134.98,1,2,1,4,C
9120,58,1,972.57,1,2,4,7,C
9128,60,1,388.9,1,2,2,5,C
9129,52,1,337.86,1,2,2,5,C
9148,60,1,99.15,1,2,1,4,C
9173,35,1,883.95,2,2,4,8,A
9175,14,1,207.67,4,2,1,7,C
9210,29,1,99.65,3,2,1,6,C
9266,20,1,180.83,3,2,1,6,C
9267,51,1,131.93,1,2,1,4,C
9268,40,1,660.96,2,2,3,7,C
9276,51,1,421.77,1,2,2,5,C
9288,45,1,141.13,2,2,1,5,C
9289,37,1,736.32,2,2,3,7,C
9307,37,1,468.08,2,2,2,6,C
9311,8,1,514.62,4,2,2,8,A
9317,3,1,115.35,4,2,1,7,C
9328,12,2,1710.17,4,4,4,12,A
9331,16,2,136.66,3,4,1,8,A
9363,30,1,777.0,3,2,3,8,A
9368,38,1,64.88,2,2,1,5,C
9369,54,1,576.99,1,2,3,6,C
9374,44,1,403.9,2,2,2,6,C
9376,26,1,574.96,3,2,3,8,A
9383,22,1,950.26,3,2,4,9,A
9393,42,1,844.64,2,2,4,8,A
9409,60,1,865.98,1,2,4,7,C
9418,54,1,383.43,1,2,2,5,C
9426,10,1,513.65,4,2,2,8,A
9442,41,1,95.87,2,2,1,5,C
9443,25,1,249.52,3,2,1,6,C
9444,36,1,989.23,2,2,4,8,A
9452,7,1,133.43,4,2,1,7,C
9462,6,1,380.17,4,2,2,8,A
9465,45,1,382.57,2,2,2,6,C
9475,13,1,247.9,4,2,1,7,C
9482,61,1,739.56,1,2,3,6,C
9488,52,1,311.08,1,2,2,5,C
9508,32,1,157.45,3,2,1,6,C
9510,18,1,450.62,3,2,2,7,C
9514,15,2,1553.53,4,4,4,12,A
9535,33,1,419.85,2,2,2,6,C
9537,51,1,688.46,1,2,3,6,C
9538,19,1,982.29,3,2,4,9,A
9553,35,1,376.67,2,2,2,6,C
9561,54,1,524.56,1,2,2,5,C
9564,6,2,945.27,4,4,4,12,A
9571,49,1,364.34,1,2,2,5,C
9576,38,1,77.0,2,2,1,5,C
9582,3,1,143.9,4,2,1,7,C
9584,56,2,1242.49,1,4,4,9,A
9589,46,1,249.89,1,2,1,4,C
9595,48,1,698.87,1,2,3,6,C
9609,37,1,320.62,2,2,2,6,C
9615,22,1,704.3,3,2,3,8,A
9621,19,1,256.28,3,2,1,6,C
9622,6,1,371.24,4,2,2,8,A
9625,45,1,817.06,2,2,4,8,A
9669,45,1,971.37,2,2,4,8,A
9673,15,1,281.99,4,2,2,8,A
9674,39,1,769.17,2,2,3,7,C
9680,42,2,844.6,2,4,4,10,A
9689,14,1,58.09,4,2,1,7,C
9693,29,1,201.96,3,2,1,6,C
9700,47,1,641.57,1,2,3,6,C
9702,35,1,570.27,2,2,3,7,C
9740,56,1,507.55,1,2,2,5,C
9747,43,1,878.7,2,2,4,8,A
9751,15,1,252.36,4,2,1,7,C
9756,36,1,225.65,2,2,1,5,C
9761,22,1,58.1,3,2,1,6,C
9785,40,1,939.84,2,2,4,8,A
9788,41,1,396.82,2,2,2,6,C
9796,50,1,372.14,1,2,2,5,C
9797,13,1,274.16,4,2,2,8,A
9802,36,1,533.55,2,2,2,6,C
9806,10,1,667.45,4,2,3,9,A
9821,50,1,979.58,1,2,4,7,C
9824,31,2,622.27,3,4,3,10,A
9835,53,1,657.0,1,2,3,6,C
9841,47,1,806.66,1,2,4,7,C
9849,45,1,663.99,2,2,3,7,C
9864,59,1,621.28,1,2,3,6,C
9871,35,2,1820.53,2,4,4,10,A
9880,9,1,759.22,4,2,3,9,A
9892,17,1,495.19,3,2,2,7,C
9897,25,1,661.53,3,2,3,8,A
9899,37,1,896.8,2,2,4,8,A
9901,28,1,498.97,3,2,2,7,C
9907,11,1,29.33,4,2,1,7,C
9908,35,1,265.23,2,2,1,5,C
9918,25,1,182.11,3,2,1,6,C
9922,47,1,651.16,1,2,3,6,C
9941,43,1,960.53,2,2,4,8,A
9950,39,1,679.11,2,2,3,7,C
9954,13,1,798.01,4,2,4,10,A
9985,58,1,36.1,1,2,1,4,C
9991,31,1,626.81,3,2,3,8,A
